INFO: 4044 08/03/2015 10:07:57 PM detected Windows; aliasing chunkize to chunkize_serial
INFO: 5464 08/03/2015 10:08:00 PM detected Windows; aliasing chunkize to chunkize_serial
INFO: 4772 08/03/2015 10:08:00 PM detected Windows; aliasing chunkize to chunkize_serial
INFO: 6540 08/03/2015 10:08:00 PM detected Windows; aliasing chunkize to chunkize_serial
INFO: 4772 08/03/2015 10:08:01 PM filtering articles with None
INFO: 4772 08/03/2015 10:08:01 PM removing test articles from articleDB
INFO: 4772 08/03/2015 10:08:02 PM correcting acronymDB
INFO: 5464 08/03/2015 10:08:02 PM filtering articles with None
INFO: 6540 08/03/2015 10:08:02 PM filtering articles with None
INFO: 5464 08/03/2015 10:08:02 PM removing test articles from articleDB
INFO: 5464 08/03/2015 10:08:02 PM correcting acronymDB
INFO: 6540 08/03/2015 10:08:02 PM removing test articles from articleDB
INFO: 6540 08/03/2015 10:08:02 PM correcting acronymDB
INFO: 4772 08/03/2015 10:08:02 PM verifying training dataset
INFO: 5464 08/03/2015 10:08:02 PM verifying training dataset
INFO: 6540 08/03/2015 10:08:03 PM verifying training dataset
INFO: 4772 08/03/2015 10:08:19 PM TFIDF vectorizer loaded
INFO: 4772 08/03/2015 10:08:19 PM Expander_SVC loaded
INFO: 4772 08/03/2015 10:08:19 PM evaluating test performance
INFO: 6540 08/03/2015 10:08:19 PM TFIDF vectorizer loaded
INFO: 6540 08/03/2015 10:08:19 PM Expander_SVC loaded
INFO: 6540 08/03/2015 10:08:19 PM evaluating test performance
INFO: 5464 08/03/2015 10:08:19 PM TFIDF vectorizer loaded
INFO: 5464 08/03/2015 10:08:19 PM Expander_SVC loaded
INFO: 5464 08/03/2015 10:08:19 PM evaluating test performance
DEBUG: 6540 08/03/2015 10:08:23 PM Expansion matching failed: anti-lymphocyte serum, antilymphocyte serum
DEBUG: 5464 08/03/2015 10:09:19 PM Expansion matching succeeded: wiedemann-beckwith syndrome, wiedemann beckwith syndrome
DEBUG: 5464 08/03/2015 10:09:27 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 6540 08/03/2015 10:09:29 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 6540 08/03/2015 10:09:36 PM Expansion matching succeeded: sodium-lauryl-sulphate, sodium lauryl sulphate
DEBUG: 4772 08/03/2015 10:09:36 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenic purpura
DEBUG: 5464 08/03/2015 10:09:37 PM Expansion matching succeeded: trimethylpsoralen, trimethoprim
DEBUG: 4772 08/03/2015 10:09:38 PM Expansion matching failed: osteochondritis dissecans, osteochondral defects
DEBUG: 6540 08/03/2015 10:09:41 PM Expansion matching succeeded: platelet-activating factor, platelet activating factor
DEBUG: 4772 08/03/2015 10:09:45 PM Expansion matching succeeded: sodium-lauryl-sulphate, sodium lauryl sulphate
DEBUG: 6540 08/03/2015 10:09:53 PM Expansion matching succeeded: principal-component analysis, principal component analysis
DEBUG: 5464 08/03/2015 10:09:54 PM Expansion matching failed: premature ventricular contractions, premature ventricular complexes
DEBUG: 5464 08/03/2015 10:10:01 PM Expansion matching succeeded: osteochondritis dissecans, osteochondrosis dissecans
DEBUG: 5464 08/03/2015 10:10:02 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 4772 08/03/2015 10:10:27 PM Expansion matching succeeded: complementarity-determining region, complementary determining region
DEBUG: 4772 08/03/2015 10:10:32 PM Expansion matching succeeded: congenital dyserythropoietic anemias, congenital dyserythropoietic anemia
DEBUG: 4772 08/03/2015 10:10:33 PM Expansion matching succeeded: sodium-lauryl-sulphate, sodium lauryl sulphate
DEBUG: 4772 08/03/2015 10:10:36 PM Expansion matching succeeded: premature ventricular contractions, premature ventricular contraction
DEBUG: 5464 08/03/2015 10:10:36 PM Expansion matching failed: merkel cell carcinoma, merkel cell carcinoma carcinoma
DEBUG: 4772 08/03/2015 10:10:38 PM Expansion matching succeeded: trimethylpsoralen, trimethoprim
DEBUG: 4772 08/03/2015 10:10:56 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 5464 08/03/2015 10:10:59 PM Expansion matching succeeded: diamond-blackfan anemia, diamond blackfan anemia
DEBUG: 5464 08/03/2015 10:11:13 PM Expansion matching failed: patient controlled analgesia, patient-controlled analgesia
DEBUG: 4772 08/03/2015 10:11:14 PM Expansion matching failed: death, dementia of alzheimer type
DEBUG: 6540 08/03/2015 10:11:17 PM Expansion matching succeeded: trimethylpsoralen, trimethoprim
DEBUG: 4772 08/03/2015 10:11:25 PM Expansion matching failed: dopamine transporters, death
DEBUG: 4772 08/03/2015 10:11:26 PM Expansion matching succeeded: thyrotropin-releasing factor, thyrotropin releasing factor
DEBUG: 5464 08/03/2015 10:11:27 PM Expansion matching failed: idiopathic thrombocytopenic purpura, inosine triphosphate
DEBUG: 5464 08/03/2015 10:11:35 PM Expansion matching failed: event-related potentials, event-related potential
DEBUG: 4772 08/03/2015 10:11:36 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 4772 08/03/2015 10:11:37 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenic purpura
DEBUG: 4772 08/03/2015 10:11:45 PM Expansion matching succeeded: cerebrotendinous xanthomatosis, cerebrotendinous xanthomathosis
DEBUG: 6540 08/03/2015 10:11:55 PM Expansion matching failed: mannan-binding protein, myelin basic protein
DEBUG: 6540 08/03/2015 10:11:58 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 4772 08/03/2015 10:12:04 PM Expansion matching succeeded: osteochondritis dissecans, osteochondrosis dissecans
DEBUG: 5464 08/03/2015 10:12:06 PM Expansion matching failed: thrombopoietin, thrombopoiesis-stimulating factor
DEBUG: 6540 08/03/2015 10:12:07 PM Expansion matching failed: thin layer chromatography, thin-layer chromatographic
DEBUG: 6540 08/03/2015 10:12:09 PM Expansion matching succeeded: complementarity-determining region, complementarity determining region
DEBUG: 5464 08/03/2015 10:12:15 PM Expansion matching succeeded: trimethylpsoralen, trimethoprim
DEBUG: 6540 08/03/2015 10:12:15 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenic purpura
DEBUG: 4772 08/03/2015 10:12:17 PM Expansion matching failed: patient controlled analgesia, patient-controlled-analgesia
DEBUG: 5464 08/03/2015 10:12:19 PM Expansion matching failed: macrophage activating factor, macrophage-activating factor
DEBUG: 4772 08/03/2015 10:12:21 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 5464 08/03/2015 10:12:21 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 4772 08/03/2015 10:12:25 PM Expansion matching succeeded: corticotrophin-releasing factor, corticotropin releasing factor
DEBUG: 5464 08/03/2015 10:12:25 PM Expansion matching failed: body surface area, burned surface area
DEBUG: 5464 08/03/2015 10:12:31 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 6540 08/03/2015 10:12:32 PM Expansion matching succeeded: macrophage activating factor, macrophage activating factors
DEBUG: 6540 08/03/2015 10:12:33 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 6540 08/03/2015 10:12:35 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 5464 08/03/2015 10:12:42 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 4772 08/03/2015 10:12:47 PM Expansion matching failed: anti-lymphocyte serum, antilymphocyte serum
DEBUG: 5464 08/03/2015 10:12:56 PM Expansion matching failed: macrophage activating factor, microglia activation factor
DEBUG: 6540 08/03/2015 10:12:59 PM Expansion matching succeeded: alcohol dehydrogenase, alcohol dehydrogenases
DEBUG: 4772 08/03/2015 10:13:04 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 4772 08/03/2015 10:13:08 PM Expansion matching failed: trimethoprim, to trimethoprim
DEBUG: 4772 08/03/2015 10:13:28 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 5464 08/03/2015 10:13:29 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 4772 08/03/2015 10:13:34 PM Expansion matching failed: congenital dyserythropoietic anemias, congenital dyserythropoietic anaemia
DEBUG: 6540 08/03/2015 10:13:36 PM Expansion matching failed: calcium pyrophosphate deposition disease, calcium pyrophosphate-deposition disease
DEBUG: 5464 08/03/2015 10:13:37 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 5464 08/03/2015 10:13:39 PM Expansion matching failed: anti-lymphocyte serum, antilymphocyte serum
DEBUG: 6540 08/03/2015 10:13:53 PM Expansion matching failed: bronchopulmonary dysplasia, broncho pulmonary dysplasia
DEBUG: 6540 08/03/2015 10:13:57 PM Expansion matching failed: congenital dyserythropoietic anemias, congenital dyserythropoietic anaemia
DEBUG: 4772 08/03/2015 10:14:00 PM Expansion matching failed: bleomycin, bloom
DEBUG: 5464 08/03/2015 10:14:03 PM Expansion matching failed: cleidocranial dysplasia, classical cleidocranial dysplasia
DEBUG: 6540 08/03/2015 10:14:11 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 4772 08/03/2015 10:14:13 PM Expansion matching succeeded: drug delivery system, drug delivery systems
DEBUG: 6540 08/03/2015 10:14:17 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 4772 08/03/2015 10:14:21 PM Expansion matching failed: thrombopoietin, thrombocytopoiesis stimulating factor
DEBUG: 6540 08/03/2015 10:14:26 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 5464 08/03/2015 10:14:26 PM Expansion matching failed: inosine triphosphate, idiopathic thrombocytopenic purpura
DEBUG: 4772 08/03/2015 10:14:28 PM Expansion matching succeeded: sodium-lauryl-sulphate, sodium lauryl sulphate
DEBUG: 5464 08/03/2015 10:14:28 PM Expansion matching failed: pure autonomic failure, progressive autonomic failure
DEBUG: 6540 08/03/2015 10:14:31 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 6540 08/03/2015 10:14:35 PM Expansion matching failed: complementarity-determining region, complementarity-determining regions
DEBUG: 6540 08/03/2015 10:14:37 PM Expansion matching failed: thyroperoxidase, thyroperoxidase antibody
DEBUG: 5464 08/03/2015 10:14:40 PM Expansion matching failed: topical application, tetradecanoylphorbol-13-acetate
DEBUG: 5464 08/03/2015 10:14:42 PM Expansion matching failed: pelger-huet anomaly, phytohemagglutinin
DEBUG: 5464 08/03/2015 10:14:44 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 4772 08/03/2015 10:14:52 PM Expansion matching succeeded: drug delivery system, drug delivery systems
DEBUG: 6540 08/03/2015 10:14:52 PM Expansion matching succeeded: corticotrophin-releasing factor, corticotropin releasing factor
DEBUG: 4772 08/03/2015 10:14:54 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 4772 08/03/2015 10:14:58 PM Expansion matching failed: diaminodiphenyl sulfone, diaminodiphenylsulfone
DEBUG: 4772 08/03/2015 10:15:00 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 6540 08/03/2015 10:15:06 PM Expansion matching failed: patient controlled analgesia, patient-controlled analgesia
DEBUG: 4772 08/03/2015 10:15:09 PM Expansion matching succeeded: sodium-lauryl-sulphate, sodium lauryl sulphate
DEBUG: 4772 08/03/2015 10:15:19 PM Expansion matching failed: sickle cell disease, sickle cell disorder
DEBUG: 4772 08/03/2015 10:15:28 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 5464 08/03/2015 10:15:30 PM Expansion matching failed: passive cutaneous anaphylaxis, patient-controlled analgesia
DEBUG: 6540 08/03/2015 10:15:34 PM Expansion matching failed: premature ventricular contractions, premature ventricular complex
DEBUG: 5464 08/03/2015 10:15:36 PM Expansion matching failed: topical application, tetradecanoylphorbol-13-acetate
DEBUG: 5464 08/03/2015 10:15:38 PM Expansion matching failed: topical application, tetradecanoylphorbol 13-acetate
DEBUG: 4772 08/03/2015 10:15:41 PM Expansion matching failed: death, dementia of alzheimer type
DEBUG: 4772 08/03/2015 10:15:51 PM Expansion matching succeeded: thyrotropin-releasing factor, thyrotropin releasing factor
DEBUG: 6540 08/03/2015 10:15:53 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 6540 08/03/2015 10:15:55 PM Expansion matching succeeded: principal-component analysis, principal component analysis
DEBUG: 4772 08/03/2015 10:15:56 PM Expansion matching failed: wiedemann-beckwith syndrome, wiedemann-beck-with syndrome
DEBUG: 4772 08/03/2015 10:15:59 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 6540 08/03/2015 10:16:09 PM Expansion matching succeeded: alcohol dehydrogenase, alcohol dehydrogenases
DEBUG: 6540 08/03/2015 10:16:15 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 4772 08/03/2015 10:16:20 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 6540 08/03/2015 10:16:24 PM Expansion matching failed: thrombopoietin, thrombocytopoiesis-stimulating factor
DEBUG: 5464 08/03/2015 10:16:31 PM Expansion matching succeeded: trimethylpsoralen, trimethoprim
DEBUG: 4772 08/03/2015 10:16:36 PM Expansion matching failed: inosine triphosphate, idiopathic thrombocytopenic purpura
DEBUG: 5464 08/03/2015 10:16:39 PM Expansion matching failed: dopamine transporters, da transporter
DEBUG: 6540 08/03/2015 10:16:54 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenic purpura
DEBUG: 6540 08/03/2015 10:17:01 PM Expansion matching failed: chronic renal failure, case-report form
DEBUG: 6540 08/03/2015 10:17:05 PM Expansion matching failed: sodium-lauryl-sulphate, sodium lauryl sulfate
DEBUG: 5464 08/03/2015 10:17:07 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 4772 08/03/2015 10:17:11 PM Expansion matching failed: thyroperoxidase, thrombopoietin
DEBUG: 5464 08/03/2015 10:17:12 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 4772 08/03/2015 10:17:22 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 4772 08/03/2015 10:17:30 PM Expansion matching failed: topical application, tetradecanoylphorbol-13-acetate
DEBUG: 4772 08/03/2015 10:17:32 PM Expansion matching failed: sodium-lauryl-sulphate, sodium lauryl sulfate
DEBUG: 4772 08/03/2015 10:17:34 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 5464 08/03/2015 10:17:36 PM Expansion matching failed: patient controlled analgesia, patient-controlled analgesia
DEBUG: 4772 08/03/2015 10:17:38 PM Expansion matching failed: obsessive-compulsive disorder, osteochondritis dissecans
DEBUG: 4772 08/03/2015 10:17:50 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 6540 08/03/2015 10:17:53 PM Expansion matching succeeded: premature ventricular contractions, premature ventricular contraction
DEBUG: 5464 08/03/2015 10:18:10 PM Expansion matching succeeded: congenital dyserythropoietic anemias, congenital dyserythropoietic anemia
DEBUG: 5464 08/03/2015 10:18:18 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 5464 08/03/2015 10:18:19 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 4772 08/03/2015 10:18:19 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenic purpura
DEBUG: 6540 08/03/2015 10:18:20 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 4772 08/03/2015 10:18:25 PM Expansion matching failed: congenital dyserythropoietic anemias, congenital dyserythropoietic anaemia
DEBUG: 5464 08/03/2015 10:18:27 PM Expansion matching succeeded: premature ventricular contractions, premature ventricular contraction
DEBUG: 6540 08/03/2015 10:18:27 PM Expansion matching succeeded: macrophage activating factor, macrophage activating factors
DEBUG: 5464 08/03/2015 10:18:32 PM Expansion matching failed: anti-lymphocyte serum, antilymphocyte serum
DEBUG: 6540 08/03/2015 10:18:39 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 5464 08/03/2015 10:18:45 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 4772 08/03/2015 10:18:47 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 5464 08/03/2015 10:18:49 PM Expansion matching failed: mannan-binding protein, mannose-binding protein
DEBUG: 4772 08/03/2015 10:18:55 PM Expansion matching failed: thrombopoietin, thyroperoxidase
DEBUG: 4772 08/03/2015 10:18:59 PM Expansion matching succeeded: complementarity-determining region, complementarity determining region
DEBUG: 6540 08/03/2015 10:19:05 PM Expansion matching failed: para-chloroamphetamine, parachloroamphetamine
DEBUG: 4772 08/03/2015 10:19:07 PM Expansion matching succeeded: drug delivery system, drug delivery systems
DEBUG: 4772 08/03/2015 10:19:17 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 4772 08/03/2015 10:19:33 PM Expansion matching succeeded: drug delivery system, drug delivery systems
DEBUG: 4772 08/03/2015 10:19:40 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenic purpura
DEBUG: 5464 08/03/2015 10:19:46 PM Expansion matching failed: dopamine transporters, da transporter
DEBUG: 4772 08/03/2015 10:19:54 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 5464 08/03/2015 10:19:54 PM Expansion matching failed: diaminodiphenyl sulfone, denys-drash syndrome
DEBUG: 6540 08/03/2015 10:20:03 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 4772 08/03/2015 10:20:11 PM Expansion matching failed: topical application, tetradecanoyl-phorbol-13-acetate
DEBUG: 6540 08/03/2015 10:20:13 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 4772 08/03/2015 10:20:41 PM Expansion matching failed: body surface area, bovine serum albumin
DEBUG: 5464 08/03/2015 10:20:42 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 6540 08/03/2015 10:20:45 PM Expansion matching failed: sodium-lauryl-sulphate, sodium lauryl sulfate
DEBUG: 6540 08/03/2015 10:20:47 PM Expansion matching failed: bleomycin, bloom
DEBUG: 4772 08/03/2015 10:21:20 PM Expansion matching failed: total lung capacity, thin layer chromatography
DEBUG: 5464 08/03/2015 10:21:23 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 6540 08/03/2015 10:21:29 PM Expansion matching failed: macrophage activating factor, macrophage-activating factor
DEBUG: 5464 08/03/2015 10:21:32 PM Expansion matching succeeded: complementarity-determining region, complementarity determining region
DEBUG: 5464 08/03/2015 10:21:36 PM Expansion matching failed: congenital dyserythropoietic anemias, congenital dyserythropoietic anaemias
DEBUG: 5464 08/03/2015 10:21:44 PM Expansion matching succeeded: drug delivery system, drug delivery systems
DEBUG: 5464 08/03/2015 10:21:53 PM Expansion matching succeeded: principal-component analysis, principal component analysis
DEBUG: 5464 08/03/2015 10:21:58 PM Expansion matching failed: topical application, tissue plasminogen activator
DEBUG: 4772 08/03/2015 10:22:00 PM Expansion matching failed: topical application, tetradecanoyl-phorbol-13-acetate
DEBUG: 6540 08/03/2015 10:22:11 PM Expansion matching failed: pelger-huet anomaly, phytohemagglutinin
DEBUG: 4772 08/03/2015 10:22:21 PM Expansion matching succeeded: phytohemagglutinin, phytohaemagglutinin
DEBUG: 6540 08/03/2015 10:22:28 PM Expansion matching failed: psychotomimetic phencyclidine, psychotomimetic drug phencyclidine
DEBUG: 5464 08/03/2015 10:22:35 PM Expansion matching failed: diamond-blackfan anemia, diamond-blackfan anaemia
DEBUG: 4772 08/03/2015 10:22:42 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 5464 08/03/2015 10:22:49 PM Expansion matching succeeded: congenital dyserythropoietic anemias, congenital dyserythropoietic anemia
DEBUG: 4772 08/03/2015 10:22:51 PM Expansion matching succeeded: phytohemagglutinin, phytohemaglutinin
DEBUG: 6540 08/03/2015 10:22:53 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 5464 08/03/2015 10:22:53 PM Expansion matching failed: sickle cell disease, sickle-cell disease
DEBUG: 6540 08/03/2015 10:22:55 PM Expansion matching failed: topical application, tetradecanoylphorbol-13-acetate
DEBUG: 4772 08/03/2015 10:22:55 PM Expansion matching failed: calcium pyrophosphate deposition disease, cis-platinum diammine dichloride
DEBUG: 6540 08/03/2015 10:22:58 PM Expansion matching failed: sodium-lauryl-sulphate, sodium lauryl sulfate
DEBUG: 5464 08/03/2015 10:22:59 PM Expansion matching failed: premature ventricular contractions, polyvinyl chloride
DEBUG: 6540 08/03/2015 10:23:01 PM Expansion matching succeeded: major histocompatibility complex, major histocompability complex
DEBUG: 4772 08/03/2015 10:23:01 PM Expansion matching failed: topical application, tetradecanoyl phorbol-13-acetate
DEBUG: 6540 08/03/2015 10:23:02 PM Expansion matching failed: complementarity-determining region, complementary-determining region
DEBUG: 5464 08/03/2015 10:23:07 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 5464 08/03/2015 10:23:11 PM Expansion matching failed: congenital dyserythropoietic anemias, congenital dyserythropoietic anaemia
DEBUG: 4772 08/03/2015 10:23:14 PM Expansion matching failed: osteochondritis dissecans, of osteochondritis dissecans
DEBUG: 5464 08/03/2015 10:23:27 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 6540 08/03/2015 10:23:38 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 4772 08/03/2015 10:23:59 PM Expansion matching failed: and phospho, adenosine-diphosphate
DEBUG: 5464 08/03/2015 10:24:06 PM Expansion matching failed: drug delivery system, diaminodiphenyl sulfone
DEBUG: 4772 08/03/2015 10:24:23 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 6540 08/03/2015 10:24:28 PM Expansion matching failed: macrophage activating factor, macrophage-activating factor
DEBUG: 4772 08/03/2015 10:24:29 PM Expansion matching succeeded: principal-component analysis, principal component analysis
DEBUG: 5464 08/03/2015 10:24:29 PM Expansion matching succeeded: platelet-activating factor, platelet activating factor
DEBUG: 4772 08/03/2015 10:24:46 PM Expansion matching failed: death, dementia of alzheimer type
DEBUG: 5464 08/03/2015 10:24:46 PM Expansion matching succeeded: diamond-blackfan anemia, diamond blackfan anemia
DEBUG: 6540 08/03/2015 10:24:52 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 6540 08/03/2015 10:24:56 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 5464 08/03/2015 10:25:05 PM Expansion matching succeeded: thyrotropin-releasing factor, thyrotrophin releasing factor
DEBUG: 4772 08/03/2015 10:25:05 PM Expansion matching failed: williams-beuren syndrome, wiedemann-beckwith syndrome
DEBUG: 5464 08/03/2015 10:25:08 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 5464 08/03/2015 10:25:09 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 4772 08/03/2015 10:25:22 PM Expansion matching succeeded: williams-beuren syndrome, williams beuren syndrome
DEBUG: 6540 08/03/2015 10:25:23 PM Expansion matching failed: obsessive-compulsive disorder, osteochondritis dissecans
DEBUG: 5464 08/03/2015 10:25:25 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 4772 08/03/2015 10:25:25 PM Expansion matching failed: diaminodiphenyl sulfone, denys-drash syndrome
DEBUG: 4772 08/03/2015 10:25:27 PM Expansion matching succeeded: platelet-activating factor, platelet activating factor
DEBUG: 5464 08/03/2015 10:25:33 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 4772 08/03/2015 10:25:35 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 6540 08/03/2015 10:25:35 PM Expansion matching succeeded: bovine serum albumin, bovine serum album
DEBUG: 5464 08/03/2015 10:25:37 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
